reaction_id,substrate_smiles,substrate_class,leaving_group,reagent_smiles,reagent_role,solvent_type,temperature_class,mechanism_class
3347,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,non_polar,room_temp,other
3348,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,heat,SN2
3349,CC(C)I,2°,I,Cl,acid,polar_aprotic,room_temp,other
3350,CC(C)I,2°,I,Br2,radical_source,polar_protic,heat,other
3351,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,heat,other
3352,CCC(C)Cl,2°,Cl,Cl,acid,polar_aprotic,heat,other
3353,CCBr,1°,Br,RS-,strong_nucleophile,polar_protic,room_temp,SN2
3354,CC(C)(C)Br,3°,Br,Br,acid,polar_protic,heat,other
3355,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_protic,room_temp,SN1
3356,CC(C)I,2°,I,Br,acid,polar_protic,room_temp,other
3357,CCl,methyl,Cl,O,weak_nucleophile,polar_aprotic,room_temp,SN2
3358,CBr,methyl,Br,Br,acid,polar_protic,low,other
3359,CCBr,1°,Br,Br2,radical_source,polar_protic,room_temp,other
3360,BrC1CCCCC1,2°,Br,Br2,radical_source,non_polar,room_temp,other
3361,CI,methyl,I,O,weak_nucleophile,polar_protic,low,SN2
3362,CC(C)CBr,1°,Br,Cl,acid,polar_protic,room_temp,other
3363,CCC(C)(C)I,3°,I,Br2,radical_source,polar_protic,low,other
3364,CCBr,1°,Br,Cl2,radical_source,non_polar,heat,other
3365,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_aprotic,low,other
3366,CCBr,1°,Br,Br,acid,polar_protic,heat,other
3367,CCBr,1°,Br,CC[O-],strong_base,polar_aprotic,room_temp,SN2
3368,CC(C)CBr,1°,Br,Br2,radical_source,non_polar,room_temp,other
3369,CCC(C)(C)Br,3°,Br,CC[O-],strong_base,non_polar,heat,E2
3370,CCC(C)Cl,2°,Cl,CC[O-],strong_base,non_polar,low,other
3371,CCC,alkane,None,Cl2,radical_source,non_polar,heat,radical_substitution
3372,CBr,methyl,Br,Cl2,radical_source,polar_protic,low,other
3373,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,non_polar,low,E2
3374,CCCCl,1°,Cl,CC[O-],strong_base,polar_aprotic,heat,SN2
3375,CCCCl,1°,Cl,Br,acid,polar_protic,room_temp,other
3376,CBr,methyl,Br,I-,strong_nucleophile,polar_protic,low,SN2
3377,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,non_polar,heat,other
3378,BrC1CCCCC1,2°,Br,O,weak_nucleophile,polar_protic,room_temp,SN1
3379,CCCCl,1°,Cl,Cl2,radical_source,non_polar,low,other
3380,C=C(C)C,alkene,None,Br2,radical_source,polar_aprotic,heat,electrophilic_addition
3381,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_protic,low,other
3382,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
3383,CC(C)I,2°,I,O,weak_nucleophile,polar_aprotic,heat,other
3384,C=CC,alkene,None,Cl,acid,polar_protic,heat,electrophilic_addition
3385,CC(C)CBr,1°,Br,Cl2,radical_source,polar_aprotic,room_temp,other
3386,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_aprotic,heat,SN2
3387,CC(C)CBr,1°,Br,Br,acid,polar_protic,room_temp,other
3388,CI,methyl,I,Br,acid,polar_aprotic,room_temp,other
3389,CC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_protic,low,E2
3390,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,room_temp,other
3391,CBr,methyl,Br,Cl2,radical_source,non_polar,heat,other
3392,CBr,methyl,Br,O,weak_nucleophile,polar_protic,heat,SN2
3393,CCBr,1°,Br,CO,weak_nucleophile,polar_protic,low,SN2
3394,CC(C)(C)Cl,3°,Cl,Br,acid,non_polar,room_temp,other
3395,CC(C)(C)Cl,3°,Cl,Br,acid,polar_aprotic,heat,other
3396,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_protic,heat,other
3397,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_protic,low,SN2
3398,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,room_temp,E2
3399,CCC(C)(C)Br,3°,Br,Cl,acid,polar_protic,room_temp,other
3400,CBr,methyl,Br,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
3401,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,low,E2
3402,C=C(C)C,alkene,None,Cl,acid,polar_protic,room_temp,electrophilic_addition
3403,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,heat,other
3404,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_protic,low,SN2
3405,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,low,other
3406,CCCCI,1°,I,Cl2,radical_source,polar_protic,heat,other
3407,CCCCl,1°,Cl,Cl,acid,polar_aprotic,low,other
3408,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,low,SN2
3409,CC(C)(C)Br,3°,Br,Cl2,radical_source,non_polar,low,other
3410,BrC1CCCCC1,2°,Br,O,weak_nucleophile,polar_aprotic,room_temp,other
3411,C=CC,alkene,None,Cl,acid,polar_protic,room_temp,electrophilic_addition
3412,CI,methyl,I,CN-,strong_nucleophile,polar_protic,room_temp,SN2
3413,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,non_polar,room_temp,other
3414,CC(C)I,2°,I,CO,weak_nucleophile,polar_aprotic,heat,other
3415,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,polar_aprotic,low,SN2
3416,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,non_polar,room_temp,other
3417,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_protic,room_temp,SN2
3418,CI,methyl,I,I-,strong_nucleophile,non_polar,heat,SN2
3419,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_protic,heat,other
3420,CCC(C)Cl,2°,Cl,O,weak_nucleophile,non_polar,low,other
3421,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_protic,room_temp,SN2
3422,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,non_polar,heat,E2
3423,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,polar_protic,heat,other
3424,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,non_polar,low,other
3425,CC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_aprotic,room_temp,E2
3426,CI,methyl,I,CC[O-],strong_base,polar_protic,room_temp,SN2
3427,CC(C)CBr,1°,Br,Cl2,radical_source,polar_aprotic,room_temp,other
3428,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,non_polar,low,E2
3429,CCCCl,1°,Cl,I-,strong_nucleophile,polar_protic,room_temp,SN2
3430,CC(C)I,2°,I,Cl,acid,polar_aprotic,room_temp,other
3431,CCBr,1°,Br,I-,strong_nucleophile,polar_protic,room_temp,SN2
3432,CC(C)Br,2°,Br,CN-,strong_nucleophile,non_polar,heat,other
3433,CC(C)CBr,1°,Br,CN-,strong_nucleophile,polar_protic,low,SN2
3434,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,low,SN2
3435,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,non_polar,heat,other
3436,CCBr,1°,Br,RS-,strong_nucleophile,polar_aprotic,heat,SN2
3437,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,non_polar,heat,other
3438,CI,methyl,I,O,weak_nucleophile,polar_protic,low,SN2
3439,CCl,methyl,Cl,RS-,strong_nucleophile,non_polar,room_temp,SN2
3440,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_protic,heat,other
3441,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_protic,heat,SN1
3442,CCC(C)(C)Br,3°,Br,Cl,acid,polar_protic,room_temp,other
3443,CI,methyl,I,CC[O-],strong_base,polar_aprotic,heat,SN2
3444,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_aprotic,low,E2
3445,C1CCCCC1,alkane,None,Cl2,radical_source,polar_aprotic,heat,radical_substitution
3446,CCC(C)(C)I,3°,I,CO,weak_nucleophile,non_polar,low,other
3447,CCCCI,1°,I,CO,weak_nucleophile,polar_aprotic,low,SN2
3448,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_protic,room_temp,other
3449,CCBr,1°,Br,Br,acid,non_polar,low,other
3450,CCCCI,1°,I,O,weak_nucleophile,non_polar,heat,SN2
3451,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_aprotic,low,other
3452,CC(C)Br,2°,Br,Cl,acid,non_polar,low,other
3453,CCC(C)Cl,2°,Cl,Cl,acid,polar_protic,heat,other
3454,CC(C)CBr,1°,Br,CC[O-],strong_base,polar_protic,low,SN2
3455,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,low,other
3456,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,room_temp,other
3457,CI,methyl,I,Cl2,radical_source,non_polar,heat,other
3458,CBr,methyl,Br,Br,acid,polar_aprotic,heat,other
3459,CCCCI,1°,I,O,weak_nucleophile,non_polar,heat,SN2
3460,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,non_polar,low,other
3461,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,non_polar,room_temp,other
3462,CC(C)I,2°,I,[OH-],strong_base,polar_protic,room_temp,other
3463,C1CCCCC1,alkane,None,Br2,radical_source,polar_aprotic,room_temp,radical_substitution
3464,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_aprotic,low,SN2
3465,CC(C)(C)Cl,3°,Cl,Br,acid,non_polar,low,other
3466,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,polar_aprotic,heat,other
3467,CC(C)(C)Br,3°,Br,Cl,acid,polar_aprotic,low,other
3468,CC(C)I,2°,I,CO,weak_nucleophile,non_polar,heat,other
3469,CCCCI,1°,I,Br,acid,polar_aprotic,low,other
3470,CC(C)I,2°,I,[OH-],strong_base,non_polar,room_temp,other
3471,C=C,alkene,None,Br,acid,polar_protic,room_temp,electrophilic_addition
3472,CCCCI,1°,I,I-,strong_nucleophile,non_polar,low,SN2
3473,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
3474,CBr,methyl,Br,RS-,strong_nucleophile,polar_protic,heat,SN2
3475,CC(C)I,2°,I,Cl,acid,polar_aprotic,heat,other
3476,BrC1CCCCC1,2°,Br,Cl,acid,non_polar,room_temp,other
3477,CCCCI,1°,I,Cl,acid,polar_aprotic,room_temp,other
3478,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_aprotic,room_temp,other
3479,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,low,other
3480,CC(C)CBr,1°,Br,Cl2,radical_source,non_polar,low,other
3481,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_aprotic,low,SN2
3482,CCCCl,1°,Cl,Cl,acid,polar_aprotic,heat,other
3483,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
3484,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,room_temp,other
3485,CC(C)I,2°,I,Br2,radical_source,polar_protic,room_temp,other
3486,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
3487,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_aprotic,heat,other
3488,C=C,alkene,None,Br2,radical_source,polar_aprotic,heat,electrophilic_addition
3489,CI,methyl,I,Br2,radical_source,non_polar,room_temp,other
3490,CI,methyl,I,Cl2,radical_source,polar_protic,heat,other
3491,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,low,other
3492,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_aprotic,room_temp,E2
3493,CC(C)CBr,1°,Br,CN-,strong_nucleophile,polar_protic,heat,SN2
3494,CCCCl,1°,Cl,Cl,acid,non_polar,room_temp,other
3495,CCCCl,1°,Cl,Cl2,radical_source,polar_protic,heat,other
3496,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_aprotic,low,other
3497,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,low,other
3498,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_aprotic,heat,E2
3499,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_aprotic,low,other
3500,CBr,methyl,Br,Br2,radical_source,non_polar,low,other
3501,CCC(C)(C)Br,3°,Br,Br,acid,polar_protic,heat,other
3502,CI,methyl,I,Br2,radical_source,polar_protic,low,other
3503,CI,methyl,I,Cl,acid,polar_aprotic,heat,other
3504,CI,methyl,I,Cl2,radical_source,polar_aprotic,heat,other
3505,CC(C)Br,2°,Br,CO,weak_nucleophile,polar_aprotic,room_temp,other
3506,CC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,room_temp,other
3507,CBr,methyl,Br,[OH-],strong_base,polar_aprotic,low,SN2
3508,CC(C)I,2°,I,[OH-],strong_base,non_polar,heat,E2
3509,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_protic,room_temp,SN1
3510,CBr,methyl,Br,Br2,radical_source,polar_protic,low,other
3511,CCC(C)(C)I,3°,I,Cl2,radical_source,non_polar,room_temp,other
3512,CCCCl,1°,Cl,Cl2,radical_source,polar_aprotic,heat,other
3513,BrC1CCCCC1,2°,Br,Br,acid,polar_aprotic,heat,other
3514,CC(C)I,2°,I,CO,weak_nucleophile,non_polar,heat,other
3515,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,polar_aprotic,heat,SN2
3516,CC(C)(C)Br,3°,Br,Cl2,radical_source,non_polar,low,other
3517,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
3518,C=C,alkene,None,Br,acid,non_polar,room_temp,electrophilic_addition
3519,CBr,methyl,Br,O,weak_nucleophile,polar_protic,room_temp,SN2
3520,CCCCl,1°,Cl,CN-,strong_nucleophile,non_polar,room_temp,SN2
3521,C=C,alkene,None,Br2,radical_source,polar_protic,room_temp,electrophilic_addition
3522,CCl,methyl,Cl,I-,strong_nucleophile,polar_aprotic,heat,SN2
3523,CCC(C)(C)I,3°,I,RS-,strong_nucleophile,polar_aprotic,room_temp,other
3524,CC(C)I,2°,I,[OH-],strong_base,polar_aprotic,room_temp,other
3525,CI,methyl,I,CO,weak_nucleophile,polar_protic,heat,SN2
3526,CCBr,1°,Br,[OH-],strong_base,non_polar,low,SN2
3527,CI,methyl,I,CC[O-],strong_base,polar_protic,room_temp,SN2
3528,CCCCI,1°,I,CC[O-],strong_base,polar_aprotic,low,SN2
3529,CC(C)I,2°,I,Br,acid,polar_protic,low,other
3530,C=CC,alkene,None,Br2,radical_source,polar_protic,heat,electrophilic_addition
3531,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,low,other
3532,CCl,methyl,Cl,I-,strong_nucleophile,polar_protic,room_temp,SN2
3533,CBr,methyl,Br,[OH-],strong_base,non_polar,low,SN2
3534,CI,methyl,I,Br2,radical_source,non_polar,heat,other
3535,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,non_polar,room_temp,other
3536,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_protic,room_temp,E2
3537,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
3538,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,non_polar,room_temp,E2
3539,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,heat,SN2
3540,CC(C)I,2°,I,O,weak_nucleophile,non_polar,room_temp,other
3541,CCC(C)(C)I,3°,I,Cl,acid,polar_aprotic,room_temp,other
3542,CCC(C)(C)I,3°,I,CO,weak_nucleophile,non_polar,low,other
3543,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,low,other
3544,CCl,methyl,Cl,Br2,radical_source,non_polar,heat,other
3545,CC(C)I,2°,I,[OH-],strong_base,non_polar,heat,E2
3546,CBr,methyl,Br,Br,acid,polar_protic,low,other
3547,CCCCl,1°,Cl,CO,weak_nucleophile,polar_aprotic,low,SN2
3548,CI,methyl,I,Br2,radical_source,non_polar,low,other
3549,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,low,other
3550,CBr,methyl,Br,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
3551,CI,methyl,I,Cl,acid,polar_protic,low,other
3552,CC(C)CBr,1°,Br,CC[O-],strong_base,polar_protic,room_temp,SN2
3553,CCC(C)(C)Br,3°,Br,Br,acid,polar_protic,heat,other
3554,CCBr,1°,Br,CN-,strong_nucleophile,non_polar,heat,SN2
3555,CCCCI,1°,I,I-,strong_nucleophile,polar_protic,low,SN2
3556,C=C(C)C,alkene,None,Br2,radical_source,polar_aprotic,room_temp,electrophilic_addition
3557,CC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,heat,E2
3558,CBr,methyl,Br,Cl,acid,polar_protic,heat,other
3559,CC(C)I,2°,I,RS-,strong_nucleophile,non_polar,room_temp,other
3560,CC(C)C,alkane,None,Br2,radical_source,polar_aprotic,room_temp,radical_substitution
3561,CC(C)CBr,1°,Br,O,weak_nucleophile,non_polar,heat,SN2
3562,CCBr,1°,Br,Cl,acid,non_polar,heat,other
3563,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,heat,SN2
3564,CCC(C)Cl,2°,Cl,Br2,radical_source,non_polar,heat,other
3565,CC(C)I,2°,I,CO,weak_nucleophile,polar_aprotic,room_temp,other
3566,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_protic,heat,E1
3567,CI,methyl,I,CO,weak_nucleophile,polar_protic,heat,SN2
3568,CC(C)Br,2°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
3569,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_aprotic,low,other
3570,CC(C)(C)Cl,3°,Cl,Br,acid,non_polar,room_temp,other
3571,CI,methyl,I,Br2,radical_source,non_polar,low,other
3572,CBr,methyl,Br,O,weak_nucleophile,polar_aprotic,low,SN2
3573,CCCCI,1°,I,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
3574,CCC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_aprotic,low,E2
3575,C1CCCCC1,alkane,None,Br2,radical_source,polar_protic,room_temp,radical_substitution
3576,CC(C)Br,2°,Br,I-,strong_nucleophile,non_polar,low,other
3577,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,low,other
3578,CCCCl,1°,Cl,O,weak_nucleophile,non_polar,heat,SN2
3579,CC(C)Br,2°,Br,[OH-],strong_base,polar_protic,low,other
3580,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_aprotic,heat,other
3581,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,non_polar,low,other
3582,CCl,methyl,Cl,O,weak_nucleophile,polar_aprotic,low,SN2
3583,CCCCl,1°,Cl,[OH-],strong_base,polar_aprotic,low,SN2
3584,C=C(C)C,alkene,None,Br,acid,polar_protic,low,electrophilic_addition
3585,CC(C)(C)Br,3°,Br,Cl,acid,polar_protic,heat,other
3586,CCCCl,1°,Cl,[OH-],strong_base,polar_protic,low,SN2
3587,BrC1CCCCC1,2°,Br,Cl2,radical_source,polar_protic,low,other
3588,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_protic,heat,other
3589,CCC(C)(C)Br,3°,Br,Br,acid,polar_protic,heat,other
3590,CC(C)CBr,1°,Br,[OH-],strong_base,polar_aprotic,room_temp,SN2
3591,CI,methyl,I,Br2,radical_source,polar_protic,low,other
3592,CC(C)(C)Cl,3°,Cl,Br,acid,polar_protic,low,other
3593,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,low,SN2
3594,C=C(C)C,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
3595,CCCCI,1°,I,Br2,radical_source,polar_aprotic,low,other
3596,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_aprotic,heat,other
3597,CC(C)Br,2°,Br,RS-,strong_nucleophile,non_polar,room_temp,other
3598,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,heat,SN2
3599,CCC(C)Cl,2°,Cl,[OH-],strong_base,polar_protic,room_temp,other
3600,CCBr,1°,Br,CC[O-],strong_base,polar_protic,heat,SN2
3601,C=CC,alkene,None,Cl2,radical_source,polar_protic,heat,electrophilic_addition
3602,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,low,other
3603,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,heat,E1
3604,CCCCI,1°,I,Br,acid,polar_aprotic,heat,other
3605,CCBr,1°,Br,CC[O-],strong_base,non_polar,heat,SN2
3606,CC(C)CBr,1°,Br,O,weak_nucleophile,non_polar,room_temp,SN2
3607,CCCCI,1°,I,CC[O-],strong_base,polar_protic,low,SN2
3608,CCBr,1°,Br,Br2,radical_source,polar_aprotic,low,other
3609,CCBr,1°,Br,Cl,acid,polar_aprotic,heat,other
3610,CCCCI,1°,I,[OH-],strong_base,polar_protic,low,SN2
3611,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_aprotic,heat,other
3612,CC(C)I,2°,I,Br,acid,polar_aprotic,heat,other
3613,CCBr,1°,Br,Cl2,radical_source,non_polar,low,other
3614,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_protic,low,SN1
3615,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_protic,low,other
3616,CI,methyl,I,I-,strong_nucleophile,polar_protic,heat,SN2
3617,CCBr,1°,Br,CN-,strong_nucleophile,polar_protic,low,SN2
3618,CCl,methyl,Cl,CC[O-],strong_base,polar_protic,room_temp,SN2
3619,CC(C)I,2°,I,O,weak_nucleophile,polar_protic,room_temp,SN1
3620,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,heat,SN2
3621,CCCCl,1°,Cl,Br,acid,polar_aprotic,heat,other
3622,CCl,methyl,Cl,Br2,radical_source,polar_aprotic,low,other
3623,CCC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,room_temp,other
3624,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_aprotic,heat,E2
3625,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_protic,low,other
3626,CCBr,1°,Br,[OH-],strong_base,non_polar,room_temp,SN2
3627,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,low,other
3628,CCCCI,1°,I,CN-,strong_nucleophile,polar_protic,low,SN2
3629,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,low,SN2
3630,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_protic,low,SN1
3631,CC(C)I,2°,I,Cl,acid,polar_aprotic,heat,other
3632,CCl,methyl,Cl,Br2,radical_source,polar_aprotic,low,other
3633,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,low,other
3634,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,room_temp,other
3635,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,non_polar,heat,other
3636,CCCCl,1°,Cl,Br2,radical_source,polar_protic,room_temp,other
3637,CC(C)Br,2°,Br,RS-,strong_nucleophile,polar_protic,heat,other
3638,CI,methyl,I,I-,strong_nucleophile,polar_protic,room_temp,SN2
3639,BrC1CCCCC1,2°,Br,I-,strong_nucleophile,polar_protic,room_temp,other
3640,CCCCI,1°,I,Cl,acid,polar_aprotic,room_temp,other
3641,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,room_temp,other
3642,C=C(C)C,alkene,None,Br,acid,polar_aprotic,room_temp,electrophilic_addition
3643,CCBr,1°,Br,CN-,strong_nucleophile,polar_aprotic,low,SN2
3644,CC(C)Br,2°,Br,Cl2,radical_source,polar_aprotic,low,other
3645,CBr,methyl,Br,RS-,strong_nucleophile,polar_protic,room_temp,SN2
3646,CC(C)I,2°,I,Cl,acid,polar_aprotic,low,other
3647,CCCCI,1°,I,Br2,radical_source,polar_protic,low,other
3648,CC(C)C,alkane,None,Cl2,radical_source,polar_protic,room_temp,radical_substitution
3649,CC(C)I,2°,I,RS-,strong_nucleophile,non_polar,heat,other
3650,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_protic,room_temp,SN1
3651,CC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,low,other
3652,CC(C)I,2°,I,Cl,acid,polar_protic,heat,other
3653,CCBr,1°,Br,[OH-],strong_base,polar_protic,room_temp,SN2
3654,CC(C)CBr,1°,Br,CN-,strong_nucleophile,polar_protic,low,SN2
3655,CBr,methyl,Br,CN-,strong_nucleophile,non_polar,low,SN2
3656,CCCCI,1°,I,CO,weak_nucleophile,polar_protic,heat,SN2
3657,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,non_polar,heat,other
3658,CC(C)Br,2°,Br,Cl,acid,polar_aprotic,low,other
3659,CC(C)(C)Cl,3°,Cl,Br2,radical_source,polar_aprotic,heat,other
3660,CCl,methyl,Cl,CO,weak_nucleophile,polar_aprotic,heat,SN2
3661,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,polar_aprotic,low,SN2
3662,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
3663,CBr,methyl,Br,Cl,acid,non_polar,heat,other
3664,CBr,methyl,Br,O,weak_nucleophile,polar_aprotic,low,SN2
3665,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_aprotic,low,SN2
3666,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,room_temp,other
3667,CBr,methyl,Br,Br,acid,polar_aprotic,room_temp,other
3668,C=C(C)C,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
3669,CCCCl,1°,Cl,Br2,radical_source,polar_aprotic,low,other
3670,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_protic,low,E2
3671,C=CC,alkene,None,Br2,radical_source,non_polar,low,electrophilic_addition
3672,CCC(C)Cl,2°,Cl,Br,acid,polar_aprotic,heat,other
3673,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_aprotic,room_temp,other
3674,CC(C)Br,2°,Br,RS-,strong_nucleophile,polar_aprotic,heat,SN2
3675,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_protic,heat,other
3676,CCl,methyl,Cl,Br,acid,non_polar,low,other
3677,CCBr,1°,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
3678,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_protic,heat,other
3679,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,non_polar,room_temp,other
3680,CCBr,1°,Br,Cl,acid,polar_aprotic,heat,other
3681,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,non_polar,low,other
3682,CCCCI,1°,I,CO,weak_nucleophile,polar_aprotic,low,SN2
3683,CC(C)CBr,1°,Br,[OH-],strong_base,polar_protic,heat,SN2
3684,CCCCl,1°,Cl,Cl2,radical_source,polar_aprotic,heat,other
3685,BrC1CCCCC1,2°,Br,[OH-],strong_base,non_polar,heat,E2
3686,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,low,other
3687,CBr,methyl,Br,RS-,strong_nucleophile,polar_protic,low,SN2
3688,C=CC,alkene,None,Br2,radical_source,non_polar,low,electrophilic_addition
3689,BrC1CCCCC1,2°,Br,Cl2,radical_source,polar_protic,room_temp,other
3690,CCBr,1°,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
3691,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,non_polar,room_temp,other
3692,CI,methyl,I,Br2,radical_source,polar_protic,low,other
3693,CBr,methyl,Br,CO,weak_nucleophile,non_polar,heat,SN2
